Date,APD,25P,75P,MPD,Adherence3,Adherence6,Adherence12,Location
4/15/2020,1.641975309,1,2,7,0.962798354,0.921152263,0.84760729,3 Ave @ 42 St
5/13/2020,1.897916667,1,3,8,0.981378968,0.934117063,0.846314484,3 Ave @ 42 St
5/27/2020,2.691666667,1,4,10,0.974631283,0.911111111,0.743650794,3 Ave @ 42 St
6/18/2020,3.570230608,2,5,13,0.968985033,0.90588282,0.791204312,3 Ave @ 42 St
6/24/2020,2.09375,1,3,9,0.973412698,0.916807209,0.83500496,3 Ave @ 42 St
7/16/2020,2.4375,1,4,10,0.968892196,0.907253638,0.801392196,3 Ave @ 42 St
7/30/2020,2.5125,1,4,11,0.968681006,0.893575637,0.792940867,3 Ave @ 42 St
8/13/2020,2.79375,1,4,11,0.979848034,0.928886183,0.817944925,3 Ave @ 42 St
8/27/2020,1.8125,0,3,8,0.974553571,0.919965278,0.829945437,3 Ave @ 42 St
9/10/2020,1.858333333,0,3,10,0.980856481,0.925669643,0.854520503,3 Ave @ 42 St
9/24/2020,1.783333333,0,3,9,0.976512897,0.917905093,0.827409061,3 Ave @ 42 St
10/8/2020,1.454166667,0,2,9,0.979753638,0.93723545,0.850467923,3 Ave @ 42 St
10/22/2020,4.241666667,3,6,12,0.963794643,0.836976762,0.610236442,3 Ave @ 42 St
11/5/2020,3.885416667,2,5,15,0.961575577,0.851931968,0.638978926,3 Ave @ 42 St
11/19/2020,2.825,1,4,12,0.952407708,0.853252014,0.680389761,3 Ave @ 42 St
12/3/2020,0.1625,0,0,2,0.997916667,0.991666667,0.991666667,3 Ave @ 42 St
1/7/2021,3.372916667,2,5,10,0.967984458,0.870722553,0.645496032,3 Ave @ 42 St
1/21/2021,2.925,1,5,11,0.979750481,0.905420575,0.797683832,3 Ave @ 42 St
2/4/2021,3.739583333,2,6,12,0.973291246,0.891725138,0.748419763,3 Ave @ 42 St
2/18/2021,2.1,1,3,11,0.974650072,0.901264881,0.761116222,3 Ave @ 42 St
4/15/2020,1.913043478,1,3,7,0.96924921,0.925411354,0.853394355,3 Ave @ 156 St
5/13/2020,1.508333333,1,2,6,0.977222222,0.931805556,0.877222222,3 Ave @ 156 St
5/27/2020,2.304166667,1,3,9,0.960332341,0.919193122,0.817217262,3 Ave @ 156 St
6/18/2020,3.454926625,2,5,13,0.951079831,0.886285808,0.787395449,3 Ave @ 156 St
6/24/2020,2.075,1,3,8,0.962073413,0.8934375,0.798963294,3 Ave @ 156 St
7/16/2020,2.310416667,1,3,9,0.960600198,0.910863095,0.824823082,3 Ave @ 156 St
7/30/2020,2.85,1,4,10,0.950871362,0.896805556,0.808053902,3 Ave @ 156 St
8/13/2020,3.279166667,2,4,11,0.948285985,0.881841781,0.783702201,3 Ave @ 156 St
8/27/2020,2.041666667,1,3,7,0.960922619,0.908303571,0.837073413,3 Ave @ 156 St
9/10/2020,2.90625,1,4,13,0.968787012,0.903441316,0.807526582,3 Ave @ 156 St
9/24/2020,3.477083333,2,5,10,0.957161045,0.886507937,0.767805886,3 Ave @ 156 St
10/8/2020,0.926778243,0,2,5,0.955857741,0.831171548,0.805857741,3 Ave @ 156 St
10/22/2020,2.11875,1,3,6,0.984583333,0.699444444,0.639652778,3 Ave @ 156 St
11/5/2020,0.816666667,0,1,5,0.965625,0.9225,0.900972222,3 Ave @ 156 St
11/19/2020,0.354166667,0,1,6,0.990833333,0.974444444,0.962916667,3 Ave @ 156 St
12/3/2020,2.639583333,1,4,10,0.957757937,0.870787037,0.749912368,3 Ave @ 156 St
1/7/2021,1.041666667,0,2,8,0.982614087,0.939543651,0.897777778,3 Ave @ 156 St
1/21/2021,1.15,0,2,7,0.976676587,0.938382937,0.881230159,3 Ave @ 156 St
2/4/2021,0.247916667,0,0,3,0.991666667,0.989583333,0.984722222,3 Ave @ 156 St
2/18/2021,0.58125,0,1,4,0.98125,0.960763889,0.937847222,3 Ave @ 156 St
4/2/2020,0.504166667,0,1,4,0.979861111,0.970138889,0.954513889,5 Ave @ 42 St
4/15/2020,0.422857143,0,1,4,0.986666667,0.977619048,0.962380952,5 Ave @ 42 St
5/13/2020,0.7,0,1,5,0.960138889,0.938333333,0.903888889,5 Ave @ 42 St
5/27/2020,3.764583333,2,5,13,0.932916805,0.864641724,0.731968471,5 Ave @ 42 St
6/18/2020,6.67223382,4,9,17,0.96801115,0.879104249,0.710432312,5 Ave @ 42 St
6/24/2020,7.29375,5,10,19,0.974760042,0.89064341,0.692841338,5 Ave @ 42 St
7/16/2020,8.96875,7,11,20,0.975146271,0.893508928,0.699888099,5 Ave @ 42 St
7/30/2020,9.48125,7,12,19,0.971599789,0.909030805,0.746548388,5 Ave @ 42 St
8/13/2020,8.881496881,7,11,20,0.976164982,0.912983486,0.777391234,5 Ave @ 42 St
8/27/2020,3.024948025,1,4,11,0.955332955,0.893103293,0.75021375,5 Ave @ 42 St
9/10/2020,3.869022869,2,5,14,0.967662679,0.89761404,0.762919444,5 Ave @ 42 St
9/24/2020,9.667359667,7,12,20,0.973348143,0.898622688,0.744410443,5 Ave @ 42 St
10/8/2020,5.494780793,2,8,20,0.974932612,0.899028331,0.769391917,5 Ave @ 42 St
10/22/2020,4.197916667,2,6,12,0.967447842,0.926401215,0.816547168,5 Ave @ 42 St
11/5/2020,2.110416667,1,3,12,0.960912247,0.870336099,0.749844877,5 Ave @ 42 St
11/19/2020,9.4125,6,13,20,0.970666033,0.892510712,0.762446853,5 Ave @ 42 St
12/3/2020,2.50625,1,3,14,0.944841189,0.879830424,0.819645528,5 Ave @ 42 St
1/7/2021,1.258333333,0,2,6,0.932638889,0.829444444,0.768263889,5 Ave @ 42 St
1/21/2021,9.964583333,7,13,20,0.972150533,0.903316544,0.763143886,5 Ave @ 42 St
2/4/2021,7.145833333,5,9,17,0.964756923,0.888937394,0.732843228,5 Ave @ 42 St
2/18/2021,6.070833333,4,8,17,0.9645834,0.884365421,0.741797015,5 Ave @ 42 St
5/13/2020,1.23125,0,2,6,0.936180556,0.895625,0.842013889,5 Ave @ 86 St
5/27/2020,1.454166667,0,2,8,0.933184524,0.898561508,0.826894841,5 Ave @ 86 St
6/18/2020,1.77148847,1,3,10,0.924624804,0.872749659,0.776516588,5 Ave @ 86 St
6/24/2020,0.90625,0,1,6,0.954097222,0.925555556,0.89,5 Ave @ 86 St
7/16/2020,1.041666667,0,2,5,0.968402778,0.934791667,0.871319444,5 Ave @ 86 St
7/30/2020,1.035416667,0,2,6,0.948611111,0.921458333,0.871111111,5 Ave @ 86 St
8/13/2020,1.129166667,0,2,6,0.960208333,0.913472222,0.844097222,5 Ave @ 86 St
8/27/2020,1.166666667,0,2,6,0.945833333,0.907083333,0.837291667,5 Ave @ 86 St
9/10/2020,1.620833333,0,2,8,0.925843254,0.859806548,0.77265377,5 Ave @ 86 St
9/24/2020,2.925,1,4,9,0.920090939,0.837141204,0.703050595,5 Ave @ 86 St
10/8/2020,2.142857143,1,3,10,0.929855275,0.85776644,0.749011271,5 Ave @ 86 St
10/22/2020,3.141666667,2,4,9,0.917718254,0.828151455,0.692002315,5 Ave @ 86 St
11/5/2020,3.047916667,1,4,13,0.932408043,0.839762414,0.688996998,5 Ave @ 86 St
11/19/2020,0.96875,0,2,7,0.949355159,0.891011905,0.828968254,5 Ave @ 86 St
12/3/2020,0.68125,0,1,5,0.960763889,0.938819444,0.895972222,5 Ave @ 86 St
1/7/2021,1.629166667,0,2,10,0.897142857,0.812104828,0.712830688,5 Ave @ 86 St
1/21/2021,1.810416667,1,3,8,0.904250992,0.823020833,0.69374504,5 Ave @ 86 St
2/4/2021,1.3,0,2,6,0.938958333,0.870277778,0.766736111,5 Ave @ 86 St
2/18/2021,1.058333333,0,2,7,0.944563492,0.904196429,0.847787698,5 Ave @ 86 St
5/13/2020,1.245833333,0,2,7,0.96781746,0.930982143,0.861140873,5 Ave @ 96 St
5/27/2020,1.785416667,1,3,7,0.978164683,0.936289683,0.845634921,5 Ave @ 96 St
6/18/2020,1.635220126,0,3,9,0.957756813,0.900978337,0.811809923,5 Ave @ 96 St
6/24/2020,2.271676301,1,3,8,0.991563446,0.965083953,0.74828654,5 Ave @ 96 St
7/16/2020,0.314583333,0,0,3,0.988194444,0.976388889,0.966666667,5 Ave @ 96 St
7/30/2020,0.60625,0,1,5,0.969097222,0.952152778,0.921736111,5 Ave @ 96 St
8/13/2020,0.7375,0,1,5,0.972361111,0.938958333,0.898819444,5 Ave @ 96 St
8/27/2020,0.572916667,0,1,5,0.983819444,0.966041667,0.942222222,5 Ave @ 96 St
9/24/2020,1.565934066,0,2,7,0.974555207,0.931384092,0.869924123,5 Ave @ 96 St
10/8/2020,0.627083333,0,1,6,0.975347222,0.948055556,0.917916667,5 Ave @ 96 St
10/22/2020,3.152083333,2,4,11,0.976838925,0.901666667,0.710827922,5 Ave @ 96 St
11/5/2020,0.925,0,1,8,0.979201389,0.950277778,0.903799603,5 Ave @ 96 St
11/19/2020,0.608333333,0,1,5,0.987361111,0.965625,0.932638889,5 Ave @ 96 St
12/3/2020,0.61875,0,1,7,0.985833333,0.966359127,0.944384921,5 Ave @ 96 St
1/7/2021,0.235416667,0,0,7,0.996855159,0.984742063,0.974920635,5 Ave @ 96 St
1/21/2021,0.541666667,0,1,5,0.978125,0.949583333,0.926180556,5 Ave @ 96 St
2/4/2021,0.458333333,0,1,4,0.988888889,0.98125,0.95625,5 Ave @ 96 St
2/18/2021,0.860416667,0,1,6,0.968055556,0.944444444,0.913541667,5 Ave @ 96 St
4/2/2020,2.172916667,1,3,8,0.965997024,0.917837302,0.826374008,6 Ave @ 42 St
4/15/2020,2.525498891,1,4,10,0.939527681,0.86395136,0.752576286,6 Ave @ 42 St
5/13/2020,2.955974843,1,4,11,0.959550733,0.87671156,0.756523002,6 Ave @ 42 St
5/27/2020,3.13125,2,5,9,0.94212963,0.865056217,0.709079034,6 Ave @ 42 St
6/18/2020,4.477987421,3,6,12,0.966830177,0.887858368,0.704698225,6 Ave @ 42 St
6/24/2020,4.58125,3,6,12,0.974116312,0.904042358,0.744656385,6 Ave @ 42 St
7/16/2020,5.379166667,3,8,15,0.96717329,0.886699111,0.715339938,6 Ave @ 42 St
7/30/2020,5.579166667,4,7,13,0.958530463,0.877942717,0.701303858,6 Ave @ 42 St
8/13/2020,1.50625,0,2,7,0.989732143,0.950972222,0.896388889,6 Ave @ 42 St
8/27/2020,1.447916667,0,2,6,0.982569444,0.910902778,0.830555556,6 Ave @ 42 St
9/10/2020,1.204166667,0,2,6,0.990347222,0.975486111,0.908819444,6 Ave @ 42 St
9/24/2020,3.610416667,2,5,10,0.967655423,0.904260913,0.792688492,6 Ave @ 42 St
10/8/2020,4.808333333,1,8,17,0.982423902,0.939100871,0.813725498,6 Ave @ 42 St
10/22/2020,8.191666667,6,10,17,0.978509811,0.911943228,0.730415402,6 Ave @ 42 St
11/5/2020,6.522916667,4,9,17,0.979517982,0.919500347,0.776224031,6 Ave @ 42 St
11/19/2020,6.029166667,4,8,18,0.963209061,0.846990185,0.644342724,6 Ave @ 42 St
12/3/2020,4.91875,1,8,20,0.977636119,0.924845179,0.79545988,6 Ave @ 42 St
1/7/2021,7.041666667,5,9,18,0.970251756,0.894409733,0.65846477,6 Ave @ 42 St
1/21/2021,7.552083333,5,10,18,0.974711183,0.898091462,0.646154724,6 Ave @ 42 St
2/4/2021,1.433333333,0,2,7,0.975912698,0.941984127,0.880287698,6 Ave @ 42 St
2/18/2021,1.3125,0,2,7,0.984801587,0.954355159,0.893303571,6 Ave @ 42 St
4/15/2020,1.913043478,1,3,7,0.96924921,0.925411354,0.853394355,6 Ave @ 34 St
5/13/2020,1.341737862,0,2,9,0.979601405,0.949845371,0.906260894,6 Ave @ 34 St
5/27/2020,2.064375,0,3,12,0.967443437,0.926749925,0.825160684,6 Ave @ 34 St
6/18/2020,2.196875669,0,4,13,0.970216878,0.928325422,0.835977805,6 Ave @ 34 St
6/24/2020,1.361574074,0,2,9,0.980378821,0.940665969,0.882372685,6 Ave @ 34 St
7/16/2020,1.647222222,0,3,9,0.973607804,0.938736772,0.890284943,6 Ave @ 34 St
7/30/2020,1.932638889,0.75,3,11,0.971327311,0.937251734,0.882273629,6 Ave @ 34 St
8/13/2020,1.714682723,0,3,12,0.974003885,0.940093184,0.882229043,6 Ave @ 34 St
8/27/2020,1.747453704,0,3,16,0.976609719,0.947407602,0.89357293,6 Ave @ 34 St
9/10/2020,2.411061286,0,4,16,0.975164641,0.913231375,0.800225015,6 Ave @ 34 St
9/24/2020,2.961041667,1,4,20,0.971350808,0.925724005,0.844639097,6 Ave @ 34 St
10/8/2020,0.898800209,0,1,8,0.977103361,0.931497628,0.8939377,6 Ave @ 34 St
10/22/2020,2.1609375,1,3,13,0.961322433,0.843445993,0.743917078,6 Ave @ 34 St
11/5/2020,2.720416667,0,3,20,0.978170711,0.938609759,0.878114208,6 Ave @ 34 St
11/19/2020,2.66,0,3,20,0.976993826,0.93564351,0.866169338,6 Ave @ 34 St
12/3/2020,2.86125,0,4,20,0.9628286,0.894786754,0.802443052,6 Ave @ 34 St
1/7/2021,1.18875,0,2,10,0.980830357,0.948133598,0.898465608,6 Ave @ 34 St
1/21/2021,1.835,0,3,11,0.971621813,0.919477633,0.839666546,6 Ave @ 34 St
2/4/2021,0.545833333,0,1,6,0.986402778,0.972236111,0.939847222,6 Ave @ 34 St
2/18/2021,0.595,0,1,6,0.98475,0.965041667,0.939041667,6 Ave @ 34 St
5/13/2020,2.358333333,1,3,10,0.964045966,0.86765377,0.69594246,7 Ave @ 145 St
5/27/2020,1.983333333,1,3,9,0.971574074,0.900454696,0.710489418,7 Ave @ 145 St
6/18/2020,3.750524109,2,5,10,0.968936142,0.871360354,0.735098666,7 Ave @ 145 St
6/24/2020,1.88125,1,3,7,0.963373016,0.89202381,0.773065476,7 Ave @ 145 St
7/16/2020,2.002083333,1,3,9,0.959565146,0.876602183,0.757060185,7 Ave @ 145 St
7/30/2020,2.339583333,1,3,8,0.965446429,0.876860119,0.722767857,7 Ave @ 145 St
8/13/2020,1.9125,1,3,8,0.97484623,0.906488095,0.743784722,7 Ave @ 145 St
8/27/2020,1.816666667,1,3,9,0.974017857,0.915671296,0.802223876,7 Ave @ 145 St
9/10/2020,2.21875,1,3,8,0.969122024,0.867440476,0.684255952,7 Ave @ 145 St
9/24/2020,2.029166667,1,3,8,0.972728175,0.911195437,0.81781746,7 Ave @ 145 St
10/8/2020,1.478079332,0,2,12,0.978471563,0.917316921,0.811790436,7 Ave @ 145 St
10/22/2020,2.535416667,1,4,8,0.948422619,0.877986111,0.709360119,7 Ave @ 145 St
11/5/2020,1.754166667,0,3,8,0.984583333,0.920694444,0.703789683,7 Ave @ 145 St
11/19/2020,1.260416667,0,2,6,0.970208333,0.873333333,0.727013889,7 Ave @ 145 St
12/3/2020,0.991666667,0,2,5,0.967361111,0.922847222,0.79375,7 Ave @ 145 St
1/7/2021,0.739583333,0,1,6,0.980277778,0.946388889,0.8975,7 Ave @ 145 St
1/21/2021,0.9875,0,2,5,0.976666667,0.920763889,0.834930556,7 Ave @ 145 St
2/4/2021,0.189583333,0,0,3,0.999305556,0.992361111,0.989583333,7 Ave @ 145 St
2/18/2021,0.035416667,0,0,1,1,1,1,7 Ave @ 145 St
4/2/2020,4.0875,2.75,5,12,0.960713083,0.886623828,0.730612374,8 Ave @ 57 St
4/15/2020,3.375314861,2,5,16,0.942009516,0.864745512,0.709982608,8 Ave @ 57 St
5/13/2020,3.022916667,2,4,11,0.955215248,0.872708634,0.666501022,8 Ave @ 57 St
5/27/2020,5.577083333,4,7,13,0.957889437,0.870346471,0.671508029,8 Ave @ 57 St
6/18/2020,3.884696017,2,5,11,0.961920039,0.898985513,0.764493392,8 Ave @ 57 St
6/24/2020,6.841666667,4,9,19,0.962800564,0.86704398,0.669980645,8 Ave @ 57 St
7/16/2020,4.195833333,2,6,15,0.962176828,0.859687639,0.715643014,8 Ave @ 57 St
7/30/2020,4.43125,3,6,12,0.95790389,0.865718795,0.723084265,8 Ave @ 57 St
8/13/2020,6.616666667,5,8,19,0.958770952,0.871486153,0.724355076,8 Ave @ 57 St
8/27/2020,4.866666667,3,6.25,15,0.949082873,0.850560412,0.694265041,8 Ave @ 57 St
9/10/2020,5.95625,4,8,17,0.9612463,0.860098349,0.707080401,8 Ave @ 57 St
9/24/2020,9.48125,7,12,20,0.962380038,0.88194309,0.741658522,8 Ave @ 57 St
10/8/2020,1.99375,0,3,12,0.970439514,0.923737524,0.821041065,8 Ave @ 57 St
10/22/2020,8.904166667,7,11,20,0.967641879,0.868653626,0.648856436,8 Ave @ 57 St
11/5/2020,4.464583333,3,6,13,0.928306878,0.793745202,0.5950054,8 Ave @ 57 St
11/19/2020,4.358333333,3,6,12,0.934494348,0.789417989,0.603615921,8 Ave @ 57 St
12/3/2020,1.572916667,0,2,8,0.955610119,0.894429563,0.7884375,8 Ave @ 57 St
1/7/2021,2.066666667,1,3,9,0.964161706,0.926478175,0.842910053,8 Ave @ 57 St
1/21/2021,1.685416667,1,3,9,0.968859127,0.92916336,0.834875992,8 Ave @ 57 St
2/4/2021,0.658333333,0,1,6,0.979583333,0.965763889,0.931041667,8 Ave @ 57 St
2/18/2021,0.827083333,0,1,8,0.986383929,0.975114087,0.945372024,8 Ave @ 57 St
4/2/2020,2.983333333,2,4,9,0.975710979,0.929303902,0.826051587,8 Ave @ 23 St
4/15/2020,2.066312997,1,3,7,0.961740558,0.914980422,0.791815081,8 Ave @ 23 St
5/13/2020,1.842436975,1,3,8,0.952681072,0.883963585,0.762339936,8 Ave @ 23 St
5/27/2020,2.857142857,1,4,12,0.928351037,0.856497144,0.728296773,8 Ave @ 23 St
6/18/2020,1.976939203,1,3,10,0.975929254,0.939790689,0.859540448,8 Ave @ 23 St
6/24/2020,1.9125,1,3,10,0.943262235,0.903893849,0.807587632,8 Ave @ 23 St
7/16/2020,2.679166667,1,4,11,0.978839286,0.915894811,0.778840789,8 Ave @ 23 St
7/30/2020,2.675,1,4,14,0.974888075,0.926003117,0.816831883,8 Ave @ 23 St
8/13/2020,1.93125,1,3,8,0.967217262,0.926622024,0.832906746,8 Ave @ 23 St
8/27/2020,2.929166667,1,4,10,0.969718915,0.888940146,0.762304894,8 Ave @ 23 St
9/10/2020,4.697916667,3,6,12,0.962615741,0.877131734,0.703773449,8 Ave @ 23 St
9/24/2020,5.370833333,4,7,11,0.969816017,0.89297123,0.732526756,8 Ave @ 23 St
10/8/2020,4.164926931,2,6,12,0.960474865,0.871131988,0.718301114,8 Ave @ 23 St
10/22/2020,3.547916667,2,5,14,0.982154339,0.910400074,0.783021146,8 Ave @ 23 St
11/5/2020,2.852083333,1,4,14,0.982387081,0.922982885,0.799230284,8 Ave @ 23 St
11/19/2020,2.610416667,1,4,12,0.979973846,0.912790103,0.793637566,8 Ave @ 23 St
12/3/2020,2.00625,0,3,12,0.974295635,0.912742905,0.813022336,8 Ave @ 23 St
1/7/2021,2.779166667,1,4,10,0.973716931,0.892126323,0.77801422,8 Ave @ 23 St
1/21/2021,2.24375,1,3,10,0.973523479,0.913359788,0.82952877,8 Ave @ 23 St
2/4/2021,1.7625,0,3,12,0.963658911,0.907824675,0.816205808,8 Ave @ 23 St
2/18/2021,0.764583333,0,1,7,0.992470238,0.976984127,0.944871032,8 Ave @ 23 St
4/2/2020,4.272916667,3,6,12,0.97950487,0.947955447,0.838714977,9 Ave @ 42 St
4/15/2020,1.954787234,1,3,8,0.973347264,0.910505319,0.803596758,9 Ave @ 42 St
5/13/2020,2.138655462,1,3,10,0.950962051,0.862019808,0.737303255,9 Ave @ 42 St
5/27/2020,3.065979381,2,4,11,0.949313459,0.873035956,0.724971512,9 Ave @ 42 St
6/18/2020,0.480083857,0,1,5,0.98490566,0.970649895,0.938993711,9 Ave @ 42 St
6/24/2020,0.441666667,0,1,4,0.987847222,0.965972222,0.944444444,9 Ave @ 42 St
7/16/2020,0.458333333,0,1,4,0.979513889,0.96875,0.942013889,9 Ave @ 42 St
7/30/2020,0.720833333,0,1,6,0.958263889,0.913611111,0.881666667,9 Ave @ 42 St
8/13/2020,4.085416667,2,5,11,0.973859728,0.889511334,0.70301452,9 Ave @ 42 St
8/27/2020,3.689583333,2,5,10,0.982356151,0.887280093,0.694666005,9 Ave @ 42 St
9/10/2020,5.122916667,3,7,13,0.957867156,0.875348656,0.674514444,9 Ave @ 42 St
9/24/2020,4.179166667,3,6,11,0.971698082,0.862297679,0.617152477,9 Ave @ 42 St
10/8/2020,1.476987448,0,2,11,0.971125481,0.886176167,0.773679714,9 Ave @ 42 St
10/22/2020,1.027083333,0,1,9,0.988325066,0.978086971,0.951772487,9 Ave @ 42 St
11/5/2020,1.183333333,0,2,8,0.975322421,0.910322421,0.855793651,9 Ave @ 42 St
11/19/2020,1.575,0,2,9,0.954833003,0.875325728,0.758027447,9 Ave @ 42 St
12/3/2020,0.9,0,1,5,0.964027778,0.919791667,0.858125,9 Ave @ 42 St
1/7/2021,1.452083333,0,2,6,0.967569444,0.897708333,0.781319444,9 Ave @ 42 St
1/21/2021,1.316666667,0,2,7,0.984761905,0.953938492,0.885347222,9 Ave @ 42 St
2/4/2021,0.183333333,0,0,3,0.998611111,0.992361111,0.990277778,9 Ave @ 42 St
2/18/2021,0.708333333,0,1,6,0.993402778,0.991180556,0.971597222,9 Ave @ 42 St
5/13/2020,2.510416667,1,4,8,0.970714286,0.929990079,0.866612103,Boston Rd. @ E 169 St
5/27/2020,2.497916667,1,3,9,0.965661376,0.937893519,0.847830688,Boston Rd. @ E 169 St
6/18/2020,2.284931507,1,3,9,0.979067189,0.937666884,0.879712981,Boston Rd. @ E 169 St
6/24/2020,1.966666667,1,3,9,0.977050265,0.93801918,0.88577381,Boston Rd. @ E 169 St
7/16/2020,1.997916667,1,3,8,0.979667659,0.941835317,0.897132937,Boston Rd. @ E 169 St
7/30/2020,2.054166667,1,3,11,0.983943903,0.949076629,0.909689604,Boston Rd. @ E 169 St
8/13/2020,2.804166667,1,4,12,0.960061177,0.893972914,0.811756554,Boston Rd. @ E 169 St
8/27/2020,2.960416667,1,4,16,0.964828042,0.921091195,0.822385011,Boston Rd. @ E 169 St
9/24/2020,3.5375,2,5,13,0.960819597,0.889045492,0.769893266,Boston Rd. @ E 169 St
10/8/2020,1.472916667,0,2,8,0.976473214,0.946279762,0.877247024,Boston Rd. @ E 169 St
10/22/2020,3.702083333,2,5,13,0.960397207,0.884513137,0.730569107,Boston Rd. @ E 169 St
11/5/2020,1.329166667,0,2,8,0.982078373,0.955143849,0.88577877,Boston Rd. @ E 169 St
11/19/2020,1.152083333,0,2,8,0.978402778,0.927802579,0.85625,Boston Rd. @ E 169 St
12/3/2020,1.289583333,0,2,10,0.980500992,0.939328704,0.889105489,Boston Rd. @ E 169 St
1/7/2021,1.158333333,0,2,8,0.989657738,0.95609623,0.895277778,Boston Rd. @ E 169 St
1/21/2021,2.964583333,1,4,11,0.95909617,0.856305165,0.723546026,Boston Rd. @ E 169 St
2/4/2021,0.410416667,0,1,4,0.990277778,0.977083333,0.931944444,Boston Rd. @ E 169 St
2/18/2021,0.879166667,0,1,6,0.974027778,0.92375,0.863888889,Boston Rd. @ E 169 St
4/2/2020,2.14375,1,3,9,0.977342923,0.955543981,0.891595569,Boerum Pl @ Fulton St & Joralemon St
4/15/2020,2.007009346,1,3,8,0.976301736,0.95318202,0.890448376,Boerum Pl @ Fulton St & Joralemon St
5/13/2020,1.225,0,2,9,0.981296296,0.939958664,0.87427414,Boerum Pl @ Fulton St & Joralemon St
5/27/2020,1.533333333,0,2,11,0.984274591,0.930556157,0.853241041,Boerum Pl @ Fulton St & Joralemon St
6/18/2020,1.880503145,1,3,10,0.980474859,0.927664637,0.8499218,Boerum Pl @ Fulton St & Joralemon St
6/24/2020,1.96875,1,3,9,0.972872024,0.902303241,0.802402447,Boerum Pl @ Fulton St & Joralemon St
