Date,APD,25P,75P,MPD,Adherence12,Adherence6,Adherence3,Location
5/13/2020,0.9020833333333332,0.0,1.0,7.0,0.9080059523809524,0.9471031746031746,0.984593253968254,Pelham Pkwy W/B @ Boston Rd
5/27/2020,1.0229166666666667,0.0,2.0,6.0,0.8629861111111111,0.9163888888888888,0.9647916666666668,Pelham Pkwy W/B @ Boston Rd
6/18/2020,0.7211740041928721,0.0,1.0,7.0,0.90041928721174,0.933812518718179,0.9656583807527204,Pelham Pkwy W/B @ Boston Rd
6/24/2020,0.6416666666666667,0.0,1.0,4.0,0.9104166666666668,0.9472222222222222,0.9666666666666668,Pelham Pkwy W/B @ Boston Rd
7/16/2020,0.08125,0.0,0.0,3.0,0.9875,0.9923611111111112,0.9972222222222222,Pelham Pkwy W/B @ Boston Rd
7/30/2020,0.7604166666666666,0.0,1.0,7.0,0.9022123015873016,0.9398710317460316,0.966359126984127,Pelham Pkwy W/B @ Boston Rd
8/13/2020,0.81875,0.0,1.0,6.0,0.9136805555555556,0.9555555555555556,0.9776388888888888,Pelham Pkwy W/B @ Boston Rd
8/27/2020,0.46875,0.0,1.0,3.0,0.9465277777777776,0.9631944444444444,0.9847222222222224,Pelham Pkwy W/B @ Boston Rd
9/10/2020,1.025,0.0,2.0,6.0,0.8988888888888888,0.9494444444444444,0.975,Pelham Pkwy W/B @ Boston Rd
9/24/2020,1.28125,0.0,2.0,7.0,0.7987400793650794,0.8875,0.9465178571428572,Pelham Pkwy W/B @ Boston Rd
10/8/2020,0.6179540709812108,0.0,1.0,6.0,0.9235212247738344,0.9497564370215728,0.9691022964509396,Pelham Pkwy W/B @ Boston Rd
10/22/2020,0.86875,0.0,1.0,6.0,0.8959027777777778,0.9472916666666666,0.9736111111111112,Pelham Pkwy W/B @ Boston Rd
11/5/2020,0.1604166666666666,0.0,0.0,5.0,0.9797222222222224,0.9897222222222222,0.9925,Pelham Pkwy W/B @ Boston Rd
11/19/2020,0.2833333333333333,0.0,0.0,5.0,0.9817361111111113,0.9918055555555556,0.9959722222222224,Pelham Pkwy W/B @ Boston Rd
12/3/2020,0.2020833333333333,0.0,0.0,3.0,0.9847222222222224,0.9916666666666668,0.9979166666666668,Pelham Pkwy W/B @ Boston Rd
1/7/2021,0.5166666666666667,0.0,1.0,5.0,0.9522222222222222,0.9676388888888888,0.9784027777777776,Pelham Pkwy W/B @ Boston Rd
1/21/2021,0.7166666666666667,0.0,1.0,5.0,0.9180555555555556,0.9515972222222222,0.9744444444444444,Pelham Pkwy W/B @ Boston Rd
2/4/2021,0.0666666666666666,0.0,0.0,3.0,0.9958333333333332,0.9993055555555556,0.9993055555555556,Pelham Pkwy W/B @ Boston Rd
2/18/2021,0.0770833333333333,0.0,0.0,2.0,0.9916666666666668,0.9958333333333332,0.9958333333333332,Pelham Pkwy W/B @ Boston Rd
5/13/2020,0.5875,0.0,1.0,5.0,0.9609027777777778,0.9838194444444444,0.9963194444444444,E 14 St @ Irving Pl/Lexington Av
5/27/2020,0.8125,0.0,1.0,5.0,0.9421527777777776,0.9706944444444444,0.9790972222222222,E 14 St @ Irving Pl/Lexington Av
6/18/2020,0.8679245283018868,0.0,1.0,5.0,0.9163522012578617,0.9568134171907756,0.9700908455625435,E 14 St @ Irving Pl/Lexington Av
6/24/2020,0.5979166666666667,0.0,1.0,5.0,0.9617361111111112,0.9809722222222222,0.9954861111111112,E 14 St @ Irving Pl/Lexington Av
7/16/2020,0.6333333333333333,0.0,1.0,7.0,0.9488988095238096,0.9635119047619048,0.9805555555555556,E 14 St @ Irving Pl/Lexington Av
7/30/2020,0.89375,0.0,1.0,7.0,0.9290773809523808,0.965873015873016,0.9791666666666666,E 14 St @ Irving Pl/Lexington Av
8/13/2020,0.5583333333333333,0.0,1.0,4.0,0.9503472222222222,0.9802083333333332,0.9888888888888888,E 14 St @ Irving Pl/Lexington Av
8/27/2020,0.7333333333333333,0.0,1.0,5.0,0.9364583333333334,0.9673611111111112,0.9875,E 14 St @ Irving Pl/Lexington Av
9/24/2020,1.1125,0.0,2.0,8.0,0.9001240079365079,0.9504315476190476,0.973814484126984,E 14 St @ Irving Pl/Lexington Av
10/8/2020,0.7411273486430062,0.0,1.0,5.0,0.9592901878914404,0.9842032011134308,0.9951287404314544,E 14 St @ Irving Pl/Lexington Av
10/22/2020,1.1270833333333334,0.0,2.0,9.0,0.9075694444444444,0.9679513888888888,0.981886574074074,E 14 St @ Irving Pl/Lexington Av
11/5/2020,0.79375,0.0,1.0,5.0,0.9378472222222224,0.9620833333333332,0.9907638888888888,E 14 St @ Irving Pl/Lexington Av
11/19/2020,0.8354166666666667,0.0,1.0,7.0,0.913938492063492,0.9693948412698412,0.9927083333333332,E 14 St @ Irving Pl/Lexington Av
12/3/2020,0.8041666666666667,0.0,1.0,5.0,0.9181944444444444,0.9450694444444444,0.9716666666666668,E 14 St @ Irving Pl/Lexington Av
1/7/2021,0.45625,0.0,1.0,4.0,0.9597222222222224,0.9777777777777776,0.9895833333333334,E 14 St @ Irving Pl/Lexington Av
1/21/2021,0.9645833333333332,0.0,2.0,5.0,0.9204861111111112,0.9688194444444445,0.9848611111111112,E 14 St @ Irving Pl/Lexington Av
2/4/2021,0.5729166666666666,0.0,1.0,5.0,0.9429861111111112,0.9650694444444444,0.9798611111111112,E 14 St @ Irving Pl/Lexington Av
2/18/2021,0.2604166666666667,0.0,0.0,4.0,0.984375,0.9927083333333332,0.9958333333333332,E 14 St @ Irving Pl/Lexington Av
5/13/2020,0.3375,0.0,1.0,4.0,0.9538194444444444,0.9819444444444444,0.9954861111111112,Stillwell Ave @ 86 St
5/27/2020,0.6791666666666667,0.0,1.0,7.0,0.91640873015873,0.9619940476190476,0.9866369047619048,Stillwell Ave @ 86 St
6/18/2020,0.8071278825995807,0.0,1.0,6.0,0.8987421383647799,0.9318658280922432,0.9660377358490566,Stillwell Ave @ 86 St
6/24/2020,0.3771428571428571,0.0,1.0,3.0,0.941904761904762,0.9666666666666668,0.9828571428571428,Stillwell Ave @ 86 St
7/16/2020,0.4145833333333333,0.0,1.0,6.0,0.9440277777777778,0.9607638888888888,0.9872916666666668,Stillwell Ave @ 86 St
7/30/2020,0.76875,0.0,1.0,7.0,0.8947222222222222,0.9428670634920636,0.9837896825396826,Stillwell Ave @ 86 St
8/13/2020,0.3229166666666667,0.0,0.0,5.0,0.960625,0.9722916666666668,0.9926388888888888,Stillwell Ave @ 86 St
8/27/2020,0.3145833333333333,0.0,0.0,6.0,0.9692361111111112,0.9738194444444443,0.9899305555555556,Stillwell Ave @ 86 St
9/24/2020,0.9354166666666668,0.0,1.0,6.0,0.87125,0.920625,0.97375,Stillwell Ave @ 86 St
10/8/2020,0.3375,0.0,0.0,4.0,0.9513888888888888,0.9597222222222224,0.9840277777777776,Stillwell Ave @ 86 St
10/22/2020,0.9041666666666668,0.0,1.0,6.0,0.904375,0.9515277777777778,0.9797222222222224,Stillwell Ave @ 86 St
11/5/2020,0.3770833333333333,0.0,0.25,5.0,0.9455555555555556,0.9605555555555556,0.9756944444444444,Stillwell Ave @ 86 St
11/19/2020,0.25625,0.0,0.0,6.0,0.9663194444444444,0.9771527777777778,0.9899305555555556,Stillwell Ave @ 86 St
12/3/2020,0.14375,0.0,0.0,4.0,0.9815972222222222,0.9857638888888888,0.9944444444444444,Stillwell Ave @ 86 St
1/7/2021,0.2541666666666666,0.0,0.0,4.0,0.9538194444444444,0.9666666666666668,0.9819444444444444,Stillwell Ave @ 86 St
1/21/2021,0.68125,0.0,1.0,5.0,0.9115972222222222,0.9465972222222222,0.9685416666666666,Stillwell Ave @ 86 St
2/4/2021,0.05,0.0,0.0,2.0,0.9958333333333332,0.9958333333333332,0.9958333333333332,Stillwell Ave @ 86 St
2/18/2021,0.0166666666666666,0.0,0.0,2.0,0.9979166666666668,0.9979166666666668,0.9979166666666668,Stillwell Ave @ 86 St
5/13/2020,1.6854166666666666,0.0,3.0,8.0,0.833764880952381,0.9236904761904762,0.9699851190476192,Delancy St @ Essex St
5/27/2020,1.8645833333333333,1.0,3.0,10.0,0.8276355820105821,0.9280588624338624,0.970530753968254,Delancy St @ Essex St
6/18/2020,2.077568134171908,1.0,3.0,11.0,0.8133448894455184,0.9113083515599238,0.9693490762673151,Delancy St @ Essex St
6/24/2020,1.5479166666666666,0.0,2.0,11.0,0.8334717712842713,0.9200112734487734,0.97175955988456,Delancy St @ Essex St
7/16/2020,1.8958333333333333,1.0,3.0,11.0,0.7880095598845599,0.8928363997113997,0.960974025974026,Delancy St @ Essex St
7/30/2020,2.160416666666667,1.0,3.0,8.0,0.7891865079365079,0.8956944444444445,0.9620436507936508,Delancy St @ Essex St
8/13/2020,2.345833333333333,1.0,3.25,12.0,0.7995095298220298,0.9033578342953344,0.957369227994228,Delancy St @ Essex St
8/27/2020,1.6520833333333331,0.0,2.0,9.0,0.8384259259259259,0.9235400132275132,0.9706944444444444,Delancy St @ Essex St
9/10/2020,1.9791666666666667,1.0,3.0,13.0,0.8093407865282866,0.9221735093610094,0.9702197802197802,Delancy St @ Essex St
9/24/2020,2.958333333333333,1.0,4.0,14.0,0.7578239353239353,0.8899434477559478,0.955665017852518,Delancy St @ Essex St
